W IH strength,MMd GF IH duration,WMMd IH duration,Holiday duration,MM fraction
0.2,3.3952896018015535,2.9999999997344116,2.9695923227617183,29.457441220082885
0.21000000000000002,3.079602774702588,2.9999841735949544,2.9205034746689584,29.461707228995312
0.22,3.000007907074021,2.9998111347450704,3.0000054772877736,29.49320627637406
0.23,3.0030206436751143,2.9966145335799217,3.000349070205183,29.511941666728713
0.24000000000000002,3.0289715921180758,2.970793873103748,3.0000021434015673,29.548505967496325
0.25,3.000018284328577,2.9295674012347446,3.0703351620044304,29.621603631294263
0.26,3.000031360217937,2.9961985249445418,3.0037672399419413,29.62146746569937
0.27,3.0000183822204862,2.996617352699632,3.0000266482281983,29.67392564656099
0.28,3.0002759919047275,2.9996453294643697,3.00003875634318,29.735271287356113
0.29000000000000004,3.0000504534116272,2.994685151621394,3.005252826068876,29.80646807039689
0.30000000000000004,3.0012523350720226,2.9959150299428754,3.000043124247938,29.883025333910872
0.31,3.0026461556633093,2.953067154521065,3.0442692819030537,29.972149435295673
0.32,3.000001021571826,2.9792737530864715,3.0207167802931703,30.05829647347192
0.33,3.0000000001247145,2.7434060456184017,3.0056233639232794,30.15235969309452
0.34,3.0000000155129616,2.7316678270532235,3.240437451766092,30.233541692436948
0.35,3.000000020763421,2.073685031013615,2.926223960533135,30.244102234972353
0.36,3.000002024200297,2.000071160437405,2.993232632487423,30.30770075631238
0.37,3.0000000311423625,2.00000012471844,3.102783605718594,30.444939536223757
0.38,3.0000000417717505,2.0000003984605526,3.215647348041441,30.50941198983857
0.39,3.0000045307776566,2.00000025997587,3.329234825440846,30.572702181767973
