GF IH strength,MMd GF IH duration,WMMd IH duration,Holiday duration,MM fraction
0.08,3.569626206603751,2.4297160533007887,3.0006577229651787,30.294702470066266
0.09,3.6745428956997968,2.2857878328413066,3.000000000257963,30.21965843634003
0.1,3.6512457817863817,2.331577638978633,3.0000103466633625,30.124507406364927
0.11,3.978472369370772,2.0037407515822494,3.0177736158955755,30.060420679465373
0.12,3.9829448996687615,2.0000077910156917,3.0170262511252592,29.969641241440257
0.13,3.9999927992432305,2.5073657274410133,1.5785832044639863,28.00677435156998
0.14,3.999979986957931,2.9999782862139392,2.5031316244190327,29.216056777414224
0.15000000000000002,3.979848716079071,2.0000887412145563,3.0000018109622744,29.74950387392836
0.16,3.986848504548787,2.013136428797182,3.000003284188425,29.69529466912912
0.16999999999999998,3.986848504548787,2.013136428797182,3.000003284188425,29.65616995423487
0.18,3.9863328156297784,2.0134327428799597,3.0000173718491085,29.62513768827673
0.19,3.9998442321827925,2.0000904839993856,3.0000126544452854,29.59585821185799
0.2,3.9998442321827925,2.0000904839993856,3.0000126544452854,29.578200819281108
0.21000000000000002,3.972044956621554,2.000053308113671,3.0279008189209,29.59877262422893
0.22000000000000003,3.9712165350029833,2.000905225380629,3.027868655253471,29.59212486725273
0.22999999999999998,3.9991774754191036,2.0005629156356113,3.000255325846117,29.561647307253146
0.24,3.9991774754191036,2.0005629156356113,3.000255325846117,29.566421717795173
0.25,3.9991723046252483,2.000114776945303,3.000663803557326,29.57586446349943
0.26,3.9991723046252483,2.000114776945303,3.000663803557326,29.58927310808101
0.27,3.9991723046252483,2.000114776945303,3.000663803557326,29.606461405364342
